index	hash	short_hash	date	author	prefix	category_hint	subject	reachable_from_head_main
295	e14e3b9471c8ea0120b45ea66fbf53cf4ccfaea0	e14e3b94	2026-04-17T15:00:23+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 支援 dual-beam wire pretension 配置	yes
296	1b2aeeb89577ec56094af36326c74ff99fc829f0	1b2aeeb8	2026-04-17T15:02:41+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 補上 dual-beam wire tension limit gate	yes
297	dcc7261e576d23e04e2708b94c6d5fdd5aac4ca4	dcc7261e	2026-04-17T16:25:05+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 升級 dual-beam nonlinear wire truss 幾何更新	yes
298	e2034541a2a266f87cb201d3f33e3d043298079d	e2034541	2026-04-17T16:30:11+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: 對齊 dual-beam wire recovery 與變形後 cable 幾何	yes
299	6e026d2d89951f0ff60bf23f2e23d916a60176c5	6e026d2d	2026-04-17T16:33:15+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 對齊 inverse wire rigging 與 explicit truss 幾何	yes
300	3036f035ff5b182bf847e0a543c89efed47d075b	3036f035	2026-04-17T17:24:07+08:00	林禹安	docs	planning_docs_reports	docs: 重建文件導航層與近期藍圖	yes
301	256198f3e26aa9adf27fb160c60638312a2cb51b	256198f3	2026-04-17T17:28:48+08:00	林禹安	docs	planning_docs_reports	docs: 對齊補充文件導航與連結	yes
302	b580224c936098a4f11d72173d3a48a2d44372a1	b580224c	2026-04-17T17:29:43+08:00	林禹安	docs	planning_docs_reports	docs: 對齊歷史 task log 與新 roadmap 定位	yes
303	573fffcc86df3c056e1cb40d31a266c9d0ed4136	573fffcc	2026-04-17T17:36:42+08:00	林禹安	docs	planning_docs_reports	docs: 對齊範例快照文件導航	yes
304	ea27ed1f92fba23bf7ad90079cae73a386a2934b	ea27ed1f	2026-04-17T18:15:03+08:00	林禹安	docs	planning_docs_reports	docs: 新增 CURRENT_MAINLINE 主線真相文件	yes
305	227bde943a6d002472f0eb3d0fa229f867f936ae	227bde94	2026-04-17T18:15:21+08:00	林禹安	docs	planning_docs_reports	docs: 補上 CURRENT_MAINLINE 文件內容	yes
306	8fde908625dafe18e0cff92ff058d068c97a50fe	8fde9086	2026-04-17T18:18:39+08:00	林禹安	docs	planning_docs_reports	docs: 對齊 GRAND_BLUEPRINT 主線與完成狀態	yes
307	f80355ce4f942dad386fb6276eaefc7ef123c49c	f80355ce	2026-04-17T19:49:23+08:00	林禹安	docs	planning_docs_reports	docs: 補上多軌近期執行路線圖	yes
308	71cc0fffbb5faeacdbb606491c174cf9f7f84d1d	71cc0fff	2026-04-17T19:52:04+08:00	林禹安	docs	planning_docs_reports	docs: 對齊高保真驗證現況與路線圖	yes
309	48f618440abf6a52a2e1c1b236d29d716f3e8aba	48f61844	2026-04-17T20:29:13+08:00	林禹安	docs	planning_docs_reports	docs: 補上多 agent 協作真相檔與 task pack	yes
310	ad09c9756b4685543f8c95253263a3a2cdb22fe5	ad09c975	2026-04-17T20:34:37+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 補上 inverse design validity summary 輸出	yes
311	0cf35f992989ea199da5d48874e936c8c4662a16	0cf35f99	2026-04-17T20:49:27+08:00	林禹安	docs	planning_docs_reports	docs: 補上 agent handoff quickstart 模板	yes
312	bcd6fc6868d68416f462fbc52cb892daf1d59f56	bcd6fc68	2026-04-17T20:51:22+08:00	林禹安	docs	planning_docs_reports	docs: 補上 benchmark basket task pack	yes
313	4b588ff061a620dc977c24aca21346a3a05c1c0c	4b588ff0	2026-04-17T21:00:06+08:00	林禹安	feat	other	feat: 強化 Mac hifi structural spot-check 診斷輸出	yes
314	ce2faa6218513abb6c4c7705eccaed28a307b1a8	ce2faa62	2026-04-17T21:07:56+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 補上 discrete layup final design 輸出	yes
315	5397b6d85b658dfda2c510303d271eb157a2e218	5397b6d8	2026-04-17T21:13:30+08:00	林禹安	docs	planning_docs_reports	docs: 整理 benchmark basket 候選清單	yes
316	f030894540827f84abd8ff059252436c10601416	f0308945	2026-04-17T21:14:00+08:00	林禹安	docs	planning_docs_reports	docs: 更新 current parallel work 歷史	yes
317	d06652362fb053d0e01d68db1bff3a4af8ecf6f6	d0665236	2026-04-17T21:35:27+08:00	林禹安	docs	planning_docs_reports	docs: 記錄 fresh Mac hifi benchmark run 結果	yes
318	d73aa4b3ba2d911857b94c81138e19834d78c3dd	d73aa4b3	2026-04-17T21:43:51+08:00	林禹安	fix	high_fidelity_mesh_su2	fix: 修正 hifi root boundary fallback 容差	yes
319	832d7e89c718955422ab665e598b8a29bdb9bcde	832d7e89	2026-04-17T21:47:13+08:00	林禹安	fix	tests_fixes_hardening	fix: 補強 hifi named point spanwise 匹配	yes
320	656b3032e1836016b40916c853dce475cb97876b	656b3032	2026-04-17T21:48:50+08:00	林禹安	docs	planning_docs_reports	docs: 更新 Mac hifi benchmark 現況	yes
321	513b1f124151bff6dd0438a7f9a5532fab47bf29	513b1f12	2026-04-17T22:02:41+08:00	林禹安	fix	tests_fixes_hardening	fix: 去除 hifi analysis 重複 shell facets	yes
322	7d40fa4b1f7f7054338c1d7600d2faf226086dc1	7d40fa4b	2026-04-17T22:04:25+08:00	林禹安	docs	high_fidelity_mesh_su2	docs: 更新 hifi mesh robustness 現況	yes
323	ef210e5432549fff5c6da08dec5ded8256c1c782	ef210e54	2026-04-17T22:14:36+08:00	林禹安	feat	high_fidelity_mesh_su2	feat: 補上 hifi mesh diagnostics sidecar 與報告	yes
324	1c3882852fe92b15766f4aea265fb5dcb180260f	1c388285	2026-04-17T22:16:32+08:00	林禹安	docs	high_fidelity_mesh_su2	docs: 更新 hifi mesh diagnostics 與 benchmark 證據	yes
325	b3792b8aeb4671ea17f24b578d0856a955411da6	b3792b8a	2026-04-17T22:29:10+08:00	林禹安	fix	high_fidelity_mesh_su2	fix: 補上 gmsh bounded coarse fallback	yes
326	a819e6ffdacb9896f9d00408eb9201271a22ee65	a819e6ff	2026-04-17T22:31:59+08:00	林禹安	fix	high_fidelity_mesh_su2	fix: 放寬 coarse mesh named point 容差	yes
327	c5a0132a313a458b498e222956b98f9bcc8014a1	c5a0132a	2026-04-17T22:45:32+08:00	林禹安	fix	high_fidelity_mesh_su2	fix: 補上 gmsh OCC healing wrapper	yes
328	bdc323e7c46e33853619041520bb8cc0c5014c69	bdc323e7	2026-04-17T22:47:34+08:00	林禹安	docs	high_fidelity_mesh_su2	docs: 更新 gmsh healing 驗證證據	yes
329	7ce07acabafc42b2fa246e15ab9c34b8e5fd8ed4	7ce07aca	2026-04-17T22:56:20+08:00	林禹安	docs	planning_docs_reports	docs: 補上 agent 自主上網查詢規則	yes
330	32dc37339f9954853f4f95a92b336f5c90399852	32dc3733	2026-04-17T22:59:09+08:00	林禹安	feat	high_fidelity_mesh_su2	feat: 補上 hifi mesh 維度診斷輸出	yes
331	bd00de46a0b4dc452ddfffd6b85b43fd6647140e	bd00de46	2026-04-17T23:00:42+08:00	林禹安	docs	planning_docs_reports	docs: 對齊 hifi 維度診斷與 benchmark 說法	yes
332	8cac1211e595abf19c5557738cb14d27881739c6	8cac1211	2026-04-17T23:21:53+08:00	林禹安	fix	tests_fixes_hardening	fix: 補上 hifi shell 法向與 sliver 過濾	yes
333	2a4a459ed62c51d33f151f2bdb0db1a2e0f0a765	2a4a459e	2026-04-17T23:23:34+08:00	林禹安	docs	planning_docs_reports	docs: 更新 hifi rerun 現況與 blocker	yes
334	03c1bd53c234cc10ab32fbb7f9c2ef7bee41e6d9	03c1bd53	2026-04-17T23:55:48+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: 對齊 hifi spar load replay 到 main rear 幾何座標	yes
335	ef6f2a934515c4684ae2d1dfd8e587f76c5e4441	ef6f2a93	2026-04-17T23:56:13+08:00	林禹安	docs	planning_docs_reports	docs: 更新 hifi spatial load replay 驗證現況	yes
336	4408ace18f9132c03351d826e07860533cf948d8	4408ace1	2026-04-17T23:56:32+08:00	林禹安	docs	candidate_go_mode_closure	docs: 補齊 benchmark candidate 剩餘阻塞描述	yes
337	984ca73000ab70c8215ae735e6a2006abe163d77	984ca730	2026-04-18T00:13:51+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: 對齊 hifi summary 與 spar load evidence root	yes
338	e1ac6b8ca673bf0a65e6a449b3cdaa4c6e68045b	e1ac6b8c	2026-04-18T00:14:08+08:00	林禹安	test	tests_fixes_hardening	test: 補上 hifi summary load 選擇測試	yes
339	4631ad6c0e558ca6d20754798174b64638b17b34	4631ad6c	2026-04-18T00:15:29+08:00	林禹安	test	tests_fixes_hardening	test: 補齊 hifi load replay 測試參數	yes
340	e65682f41ffa30fc7349810917347e30e850444a	e65682f4	2026-04-18T00:15:34+08:00	林禹安	docs	planning_docs_reports	docs: 更新 hifi summary 對齊驗證現況	yes
341	3a02f71b88b3273af760ad5993d1cf6790f459b4	3a02f71b	2026-04-18T00:25:12+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: 對齊 hifi wire support 到 main spar 幾何座標	yes
342	ce1aa0866001bb4187faeac4446378b6b5ba4fe5	ce1aa086	2026-04-18T00:28:52+08:00	林禹安	docs	structure_inverse_jig_dual_beam	docs: 更新 hifi wire-support rerun 驗證現況	yes
343	3534172e5e15bbb10a71a0888449e32715abedd9	3534172e	2026-04-18T00:35:25+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: 補上 hifi wire support 小範圍 cluster 對齊	yes
344	fea2f9aeb743cb48b37ea39b7a69f962f93f757d	fea2f9ae	2026-04-18T00:36:59+08:00	林禹安	docs	structure_inverse_jig_dual_beam	docs: 更新 hifi wire-support cluster 驗證現況	yes
345	507c4a9b2abd0e45f9825a384d42c7c0285ba43d	507c4a9b	2026-04-18T00:50:49+08:00	林禹安	feat	other	feat: 補上 hifi support reaction compare 輸出	yes
346	cb1d72ae53f56796939b6db9c59d9a516789b54c	cb1d72ae	2026-04-18T00:52:39+08:00	林禹安	docs	planning_docs_reports	docs: 更新 hifi support reaction 驗證現況	yes
347	dd8ab15f6516e0286889ff1558f1ee445f0a7cad	dd8ab15f	2026-04-18T00:52:46+08:00	林禹安	docs	validation_calculix_fem_apdl	docs: 收錄 CalculiX 2.22 manual 參考檔	yes
348	b94bbcccdae736a858477e25931bf90952d4919b	b94bbccc	2026-04-18T01:24:03+08:00	林禹安	docs	validation_calculix_fem_apdl	docs: 釐清高保真 validation 與 inspection 邊界	yes
349	04bba3e8c60cd4ab682c9215af9f0abcec3915a0	04bba3e8	2026-04-18T01:39:06+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: surface discrete layup final design in optimization summary	yes
350	edc72e2ccad8ca1f712f87ea28457f4b47ad0632	edc72e2c	2026-04-18T01:49:55+08:00	林禹安	docs	planning_docs_reports	docs: rotate blueprint to next-wave tracks	yes
351	23062614fb6bb2f426d46c7d8dda483486a4ad6f	23062614	2026-04-18T02:18:22+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: export drawing-ready baseline package	yes
352	2e98ed055ac666f772a22da36d80c35c5009c85e	2e98ed05	2026-04-18T02:26:43+08:00	林禹安	docs	structure_inverse_jig_dual_beam	docs: add drawing-ready package front door	yes
353	02df56a5b081412189481646669705583dba72cf	02df56a5	2026-04-18T02:28:05+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: add drawing handoff pointers	yes
354	5dae789270f13eda744e016f0e9ec97a6a5f0a15	5dae7892	2026-04-18T10:28:56+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: add drawing checklist and station table	yes
355	d374cc8c3cc36c80a9dd593d9bd770e1f054aca4	d374cc8c	2026-04-18T11:18:21+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: add drawing release package summary	yes
356	621040dbdd1094289730211517a0347b1e1a8781	621040db	2026-04-18T14:26:18+08:00	林禹安	docs	foundation_openmdao_api_ci	docs: add GPT Pro decision packet	yes
357	bacb6c395e7587f6b88869eb9abf61bfa63b37c6	bacb6c39	2026-04-18T14:34:56+08:00	林禹安	docs	foundation_openmdao_api_ci	docs: rewrite GPT Pro decision packet in Chinese	yes
358	d52f4dd0fba50b1d99595e459a1fee821423f366	d52f4dd0	2026-04-18T15:39:37+08:00	林禹安	docs	planning_docs_reports	docs: draft minimum viable benchmark contract	yes
359	784b3391ff614eabd18ef5f82b05ae5a9f1b07a6	784b3391	2026-04-18T15:44:29+08:00	林禹安	feat	validation_calculix_fem_apdl	feat: add benchmark contract validation script	yes
360	3d08b27e98bd381cd830fda214fd18049a1de474	3d08b27e	2026-04-18T15:56:31+08:00	林禹安	docs	structure_inverse_jig_dual_beam	docs: 新增 GPT Pro CFRP layup 決策諮詢包	yes
361	ced4c80195e4399c86994aaabe9144df5534139c	ced4c801	2026-04-18T16:25:39+08:00	林禹安	fix	validation_calculix_fem_apdl	fix: harden benchmark validation script checks	yes
362	430e5e2eecec0142cbdcf0c7eb70080f95ef1c1e	430e5e2e	2026-04-18T16:32:47+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: align hifi deck thickness with discrete layup	yes
363	869aa4e622b33485f437dec1a746ddc6a9f68c35	869aa4e6	2026-04-18T16:42:37+08:00	林禹安	fix	validation_calculix_fem_apdl	fix: require explicit mass contract in benchmark validation	yes
364	26fd156e4693c5b95588500a7572461cc475c2d2	26fd156e	2026-04-18T17:40:11+08:00	林禹安	docs	candidate_go_mode_closure	docs: add near-term requested-to-realizable closure goal	yes
365	7574505f7d88d88eb6d710d0ed9992e82effc3d7	7574505f	2026-04-18T18:02:16+08:00	林禹安	docs	planning_docs_reports	docs: add target standard gap map and agent plan	yes
366	8af921cd1f2a7779249015bc952fab75951b2f2c	8af921cd	2026-04-18T18:17:57+08:00	林禹安	docs	structure_inverse_jig_dual_beam	docs: formalize recipe library architecture planning	yes
367	1d6443ac3349a2f491257a51d09085c6062fc922	1d6443ac	2026-04-18T18:21:27+08:00	林禹安	docs	structure_inverse_jig_dual_beam	docs: add recipe architecture agent launch pack	yes
368	987d21ece408018ffa809a6f2f3887f0f0495759	987d21ec	2026-04-18T18:33:30+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 建立 recipe library foundation lookup contract	yes
369	bf279275c9031befa0da6010214bf4bdcbb3e871	bf279275	2026-04-18T18:33:49+08:00	林禹安	feat	other	feat: 補強 discrete final design verdict wiring	yes
370	81e0a3ec1a10205b1f05a06cacc245df2df8bb6a	81e0a3ec	2026-04-18T18:37:34+08:00	林禹安	docs	planning_docs_reports	docs: add target standard program plan	yes
371	4c519d955e0efee31faeeb2adb7d51dcd76c3c87	4c519d95	2026-04-18T18:40:06+08:00	林禹安	feat	other	feat: 收斂 outer-loop campaign contract 與 search budget	yes
372	32cb1312180bb1b58dc1cd2cad4e516fd7c96014	32cb1312	2026-04-18T18:53:31+08:00	林禹安	feat	other	feat: 加入 spanwise DP discrete search	yes
373	b899f8a741b2514196dc35061cd466bceb59cf23	b899f8a7	2026-04-18T19:31:45+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 導入 zone-dependent discrete layup 規則	yes
374	1a2b8d5817a43c0929122d3f4727990c9b1d88af	1a2b8d58	2026-04-18T19:54:52+08:00	林禹安	docs	planning_docs_reports	docs: retarget current task pack to rerun-aero outer loop	yes
375	d18a66b2a2a8f8b7d9a7f1b3cc07ae57fcef72e3	d18a66b2	2026-04-18T20:08:45+08:00	林禹安	feat	other	feat: 建立 rerun-aero outer-loop core contract	yes
376	10519b8ca23e3898f4ac698fc06367f31cb4d23b	10519b8c	2026-04-18T20:25:48+08:00	林禹安	feat	other	feat: 對接 rerun-aero campaign consumer 與 winner selection	yes
377	1be7adcc16f9ac5b95d490c6ca867c6f567a6440	1be7adcc	2026-04-18T20:45:53+08:00	林禹安	docs	planning_docs_reports	docs: add rib integration plan and launch pack	yes
378	e877f6786afbb83e38bccd792e296be652a59fed	e877f678	2026-04-18T21:01:28+08:00	林禹安	feat	other	feat: 建立 rib properties foundation contract	yes
379	a7d67a80940160a2edabf4c99d5f7c5f8ebc7683	a7d67a80	2026-04-18T21:46:13+08:00	林禹安	feat	other	feat: 補上 passive rib robustness compare mode	yes
380	edfe3d8bf29ace395045ea1bc1faaaca7eb4d560	edfe3d8b	2026-04-18T21:48:27+08:00	林禹安	feat	other	feat: 補上 rib bay surrogate contract	yes
381	32e64181c188cd56f72d1bd94505094bb912ef02	32e64181	2026-04-18T22:21:12+08:00	林禹安	feat	candidate_go_mode_closure	feat: 納入 zone-wise rib design candidate contract	yes
382	e86f1eda8044199a1fb5615afd9feffc0af2bfcf	e86f1eda	2026-04-18T22:39:22+08:00	林禹安	docs	planning_docs_reports	docs: 轉入 rib campaign smoke review 藍圖	yes
383	66dc4093bc11c132fccacc016e6ffeb84fc6d4fc	66dc4093	2026-04-18T23:24:50+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 切換到 VSPAero parser 修復任務	yes
384	fe3818df63267404a1bb90baed6f1038517c5a5c	fe3818df	2026-04-18T23:42:38+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 修正 VSPAero .lod parser 相容性	yes
385	949b80facf1bd0fe43d02fea56310152105e3ace	949b80fa	2026-04-18T23:48:51+08:00	林禹安	fix	candidate_go_mode_closure	fix: 限縮 candidate rerun 只吃主翼 component	yes
386	2d2d7d9c62a2aa5344ecaabf1d2ec43cac25816a	2d2d7d9c	2026-04-19T00:01:19+08:00	林禹安	docs	planning_docs_reports	docs: 切換到多 seed rib smoke 派工階段	yes
387	f37d2c761b80d6cd2c4681933d3e09c312f4417d	f37d2c76	2026-04-19T00:17:31+08:00	林禹安	docs	planning_docs_reports	docs: 更新 Track R multi-seed rib smoke 報告	yes
388	ad97b00b86d984f2f8fead4075f7c9be99b3806e	ad97b00b	2026-04-19T00:33:15+08:00	林禹安	docs	structure_inverse_jig_dual_beam	docs: 切換到 wire truss 收斂解卡階段	yes
389	bcbe95f734c91f33b8053e9c0031857f61b39900	bcbe95f7	2026-04-19T00:54:59+08:00	林禹安	fix	structure_inverse_jig_dual_beam	fix: 修正 explicit wire truss rerun 收斂停滯	yes
390	c2d6673783568b467dea69210ed320c5beab009a	c2d66737	2026-04-19T01:19:39+08:00	林禹安	docs	planning_docs_reports	docs: 切換到 Track T ground-clearance recovery 派工	yes
391	17e7f2e7c89df840e68734f772c2ecdaf015cdef	17e7f2e7	2026-04-19T01:31:10+08:00	林禹安	docs	planning_docs_reports	docs: 新增 GPT Pro ground-clearance 嚴格審查包	yes
392	b9c1fb5f337318c4d332b84fc23dee4d26d30c1d	b9c1fb5f	2026-04-19T01:43:20+08:00	林禹安	docs	planning_docs_reports	docs: 更新 GPT Pro ground-clearance 審查前提	yes
393	2272aa2f3a7da3cc850a7b8eb8be878a14224cfb	2272aa2f	2026-04-19T01:53:57+08:00	林禹安	feat	other	feat: 補上 ground-clearance recovery outer loop	yes
394	3a28b499a25829022e107eb0cd558e19607c567b	3a28b499	2026-04-19T02:16:43+08:00	林禹安	docs	planning_docs_reports	docs: 補上 clearance pass region bounded search report	yes
395	c138085a5ee44919a0d702f0c055aa274de4bf5b	c138085a	2026-04-19T11:10:42+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: rebaseline outer loop to AVL-first search	yes
396	2b2de2948fc28dfb08c7c2641e90782fec093251	2b2de294	2026-04-19T11:10:57+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: add AVL-first outer-loop handoff prompt	yes
397	97f32fbc8e84a7ea8c6ca4515e33834d98424377	97f32fbc	2026-04-19T11:49:44+08:00	林禹安	feat	aero_avl_vsp_airfoil	feat: add AVL spanwise load adapter	yes
398	16087a3e6ed2e92abd2ac313264aa13b59e48359	16087a3e	2026-04-19T12:06:49+08:00	林禹安	feat	candidate_go_mode_closure	feat: wire candidate_avl_spanwise into outer-loop search	yes
399	ad188225f049ef855b537bb4c127d6412470ef1f	ad188225	2026-04-19T12:37:43+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: add AVL spanwise realignment prompt pack	yes
400	e8f44467441b7836b8116db66eaa59fe44bb31dc	e8f44467	2026-04-19T12:56:54+08:00	林禹安	fix	candidate_go_mode_closure	fix: 修正 candidate_avl_spanwise ownership 與 recovery 漂移	yes
401	f2f42dc6d8d0e25677b0deafd154fcc814155cf6	f2f42dc6	2026-04-19T13:12:00+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 新增 Track W AVL load-state 對比報告	yes
402	664b4255d9a4ce21e8e87eaf9465b4978ad849cb	664b4255	2026-04-19T13:49:22+08:00	林禹安	fix	candidate_go_mode_closure	fix: align candidate_avl_spanwise structural load-state	yes
403	432c32f65e101bb5bc2c84b9e2f00d3b22225079	432c32f6	2026-04-19T14:00:37+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: advance repaired AVL shortlist and rib task pack	yes
404	52305c69677ac96bd49fbf3205ffd944c59cf311	52305c69	2026-04-19T14:13:36+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 重建 repaired AVL shortlist 報告	yes
405	8aa4d72923be59ea69e7839075664b7325d9365e	8aa4d729	2026-04-19T14:35:27+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: restore AVL baseline exponent and add Track Z prompt	yes
406	99ea488f95cd2453ec39f61d217d8b8b67ab11cf	99ea488f	2026-04-19T14:46:28+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 重建 Track Z AVL baseline exponent report	yes
407	25f8a9a565aa0e7a6f373364efc2fd5cd5f2e3e7	25f8a9a5	2026-04-19T15:23:38+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 補上 AVL old-vs-current regression forensic 報告	yes
408	1475034ca76c87cab95d53cf29537476238375b8	1475034c	2026-04-19T15:59:39+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 修正 blackcat 004 主翼 airfoil mapping 與 baseline AVL	yes
409	3f2f8164a0f70de2d7517bdae6d1e802d0741be8	3f2f8164	2026-04-19T16:13:07+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 修正 AVL aero gate 改用 generated case Sref	yes
410	7b516cc535c5c703de57925021d8290d26751e0a	7b516cc5	2026-04-19T16:14:46+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 補上 AVL aero gate contract 說明	yes
411	93980c8406047adf92532af0e74bfb76bb258eb0	93980c84	2026-04-19T16:26:19+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 補上 AVL lift gate 近等值容差	yes
412	69af9b907b57eadad5b0741895589499a17cd8ee	69af9b90	2026-04-19T16:28:24+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 補上 AVL rerun 與 VSP parser 注意事項	yes
413	1f78a4c44ffaabd665cb6abcb306467e2dfc2130	1f78a4c4	2026-04-19T16:44:30+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 刷新 repaired AVL-first shortlist 報告	yes
414	b66db090619660024985baa5d1adbd479123c8a4	b66db090	2026-04-19T16:53:01+08:00	林禹安	docs	planning_docs_reports	docs: advance current pack to Track R rib smoke	yes
415	89f3fc26385753ee1a1d58bc13e853168522eb69	89f3fc26	2026-04-19T17:07:41+08:00	林禹安	docs	planning_docs_reports	docs: 更新 repaired-shortlist rib smoke report	yes
416	6a641ff3039428efcc54f96d4467daa0965b50a2	6a641ff3	2026-04-19T17:36:13+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 修正 AVL case airfoil dat 檔案解析	yes
417	a7c0829e372f5b1cc6da7b57e09dc4abceef9b6e	a7c0829e	2026-04-19T17:36:23+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 補上 AVL airfoil runtime contract 說明	yes
418	bac1586f43099b6707675007bf595f1d41ded10f	bac1586f	2026-04-19T17:48:41+08:00	林禹安	feat	aero_avl_vsp_airfoil	feat: 支援 VSP 直出 AVL inline airfoil	yes
419	a6bd200a10062613af5eff150d47f396622930da	a6bd200a	2026-04-19T18:03:11+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 對齊 VSP-first AVL 匯出與 reference 幾何	yes
420	6dcb720d4bcf19f9c3eda9235d8d28390c192719	6dcb720d	2026-04-19T18:13:33+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 以 raw VSP 重生 blackcat AVL baseline	yes
421	518a9b65fa0b617f179c88f37f91348f4c9756f1	518a9b65	2026-04-19T18:25:39+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 相容 Main Wing 的 AVL spanwise surface 名稱	yes
422	1f0b079c92d290173eb076226541e25590264418	1f0b079c	2026-04-19T19:02:45+08:00	林禹安	fix	tests_fixes_hardening	fix: 移除 blackcat 004 主翼基線 Ainc 偏置	yes
423	c1140b847e6f2d41126770e383471fe88699969d	c1140b84	2026-04-19T19:05:35+08:00	林禹安	fix	tests_fixes_hardening	fix: 還原 blackcat 004 主翼基線 Ainc 設定	yes
424	5aef93b445a8c26a3795ecf667a5c840823a0c97	5aef93b4	2026-04-19T19:07:07+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 補充 Ainc 與 blackcat VSP 來源依據	yes
425	074f1c9bdaa8c984d167b9ccd6a451886e0f4a1c	074f1c9b	2026-04-19T20:25:56+08:00	林禹安	feat	aero_avl_vsp_airfoil	feat: 讓 VSPAERO rerun 支援 VLM 與 Panel 可切	yes
426	46e941e75724b4d02540fc58832df7d36e82d874	46e941e7	2026-04-19T20:54:51+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 對齊 VSP builder 與 blackcat 004 origin geometry	yes
427	4bcf20b860fd06ebbe5979aed60ad803792a1a81	4bcf20b8	2026-04-19T21:09:12+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 對齊 VSPAERO reference 與 Reynolds 設定	yes
428	74ad5c3f13fcd83e74dac6e49ef448238064efbc	74ad5c3f	2026-04-19T21:37:10+08:00	林禹安	docs	aero_avl_vsp_airfoil	docs: 新增 FX 76-MP-140 在 Re410000 的 XFOIL 極曲線與圖表	yes
429	2cdea19c3b2ea6bfe8a451eb4bca09e2a95b4a58	2cdea19c	2026-04-19T21:42:20+08:00	林禹安	fix	aero_avl_vsp_airfoil	fix: 內建 blackcat 004 origin vsp 參考	yes
430	a65509b03a2ace9d7edef49381d65eb98cb040ca	a65509b0	2026-04-20T01:24:35+08:00	林禹安	feat	aero_avl_vsp_airfoil	feat: 新增 origin VSP fixed-alpha 上反角修正載荷模式	yes
431	6edd8ce0198d0d5dadee3f89135b771a3c5191c2	6edd8ce0	2026-04-20T01:26:15+08:00	林禹安	docs	planning_docs_reports	docs: 補充 fixed-alpha hybrid screening contract	yes
432	45ee8534a8068f8b879904ebe78b3d3c973e9370	45ee8534	2026-04-20T01:50:53+08:00	林禹安	fix	tests_fixes_hardening	fix: 修正 Main Wing 上反角倍率套用	yes
433	3a60ae275946be4a8145a33a3690f1c644574841	3a60ae27	2026-04-20T01:52:43+08:00	林禹安	feat	structure_inverse_jig_dual_beam	feat: 新增 campaign spar tube mass 硬限制	yes
434	851b9b4a57a981365b05fc1d6f8a0b49f1fae9c5	851b9b4a	2026-04-20T02:13:32+08:00	林禹安	docs	mission_birdman_concept	docs: 新增 mission objective line 設計稿	yes
435	6d25e1239a040cd69c6ca7058ad399fea321fd6d	6d25e123	2026-04-20T02:24:37+08:00	林禹安	docs	mission_birdman_concept	docs: 補充 mission target range 設定	yes
436	53e3e741362f9e79632702df586665ab974e2648	53e3e741	2026-04-20T02:36:44+08:00	林禹安	feat	high_fidelity_mesh_su2	feat: 新增 first-pass boundary 自動 refine	yes
